Country	VType	Date	Total
Resto América	Acumulado en lo que va de año	2018-08	2.280.965
Resto América	Acumulado en lo que va de año	2018-07	1.978.944
Resto América	Acumulado en lo que va de año	2018-06	1.620.419
Resto América	Acumulado en lo que va de año	2018-05	1.295.346
Resto América	Acumulado en lo que va de año	2018-04	940.232
Resto América	Acumulado en lo que va de año	2018-03	675.889
Resto América	Acumulado en lo que va de año	2018-02	446.987
Resto América	Acumulado en lo que va de año	2018-01	241.214
Resto América	Acumulado en lo que va de año	2017-12	3.228.531
Resto América	Acumulado en lo que va de año	2017-11	3.037.025
Resto América	Acumulado en lo que va de año	2017-10	2.827.728
Resto América	Acumulado en lo que va de año	2017-09	2.514.966
Resto América	Acumulado en lo que va de año	2017-08	2.122.863
Resto América	Acumulado en lo que va de año	2017-07	1.820.438
Resto América	Acumulado en lo que va de año	2017-06	1.478.927
Resto América	Acumulado en lo que va de año	2017-05	1.155.324
Resto América	Acumulado en lo que va de año	2017-04	830.500
Resto América	Acumulado en lo que va de año	2017-03	577.095
Resto América	Acumulado en lo que va de año	2017-02	410.095
Resto América	Acumulado en lo que va de año	2017-01	241.898
Resto América	Acumulado en lo que va de año	2016-12	2.572.060
Resto América	Acumulado en lo que va de año	2016-11	2.402.121
Resto América	Acumulado en lo que va de año	2016-10	2.235.681
Resto América	Acumulado en lo que va de año	2016-09	1.965.854
Resto América	Acumulado en lo que va de año	2016-08	1.667.996
Resto América	Acumulado en lo que va de año	2016-07	1.403.285
Resto América	Acumulado en lo que va de año	2016-06	1.101.576
Resto América	Acumulado en lo que va de año	2016-05	850.018
Resto América	Acumulado en lo que va de año	2016-04	599.007
Resto América	Acumulado en lo que va de año	2016-03	409.326
Resto América	Acumulado en lo que va de año	2016-02	276.141
Resto América	Acumulado en lo que va de año	2016-01	158.072
Resto América	Acumulado en lo que va de año	2015-12	""
Resto América	Acumulado en lo que va de año	2015-11	""
Resto América	Acumulado en lo que va de año	2015-10	""
Resto América	Tasa de variación acumulada	2020-09	-71,07
Resto América	Tasa de variación acumulada	2020-08	-68,18
Resto América	Tasa de variación acumulada	2020-07	-65,63
Resto América	Tasa de variación acumulada	2020-06	.
Resto América	Tasa de variación acumulada	2020-05	-51,25
Resto América	Tasa de variación acumulada	2020-04	-33,31
Resto América	Tasa de variación acumulada	2020-03	-6,39
Resto América	Tasa de variación acumulada	2020-02	17,73
Resto América	Tasa de variación acumulada	2020-01	20,02
Resto América	Tasa de variación acumulada	2019-12	10,44
Resto América	Tasa de variación acumulada	2019-11	10,07
Resto América	Tasa de variación acumulada	2019-10	10,76
Resto América	Tasa de variación acumulada	2019-09	9,89
Resto América	Tasa de variación acumulada	2019-08	8,86
Resto América	Tasa de variación acumulada	2019-07	8,01
Resto América	Tasa de variación acumulada	2019-06	8,89
Resto América	Tasa de variación acumulada	2019-05	7,62
Resto América	Tasa de variación acumulada	2019-04	8,40
Resto América	Tasa de variación acumulada	2019-03	7,42
Resto América	Tasa de variación acumulada	2019-02	3,21
Resto América	Tasa de variación acumulada	2019-01	5,64
Resto América	Tasa de variación acumulada	2018-12	5,65
Resto América	Tasa de variación acumulada	2018-11	5,61
Resto América	Tasa de variación acumulada	2018-10	5,48
Resto América	Tasa de variación acumulada	2018-09	5,19
Resto América	Tasa de variación acumulada	2018-08	7,45
Resto América	Tasa de variación acumulada	2018-07	8,71
Resto América	Tasa de variación acumulada	2018-06	9,57
Resto América	Tasa de variación acumulada	2018-05	12,12
Resto América	Tasa de variación acumulada	2018-04	13,21
Resto América	Tasa de variación acumulada	2018-03	17,12
Resto América	Tasa de variación acumulada	2018-02	9,00
Resto América	Tasa de variación acumulada	2018-01	-0,28
Resto América	Tasa de variación acumulada	2017-12	25,52
Resto América	Tasa de variación acumulada	2017-11	26,43
Resto América	Tasa de variación acumulada	2017-10	26,48
Resto América	Tasa de variación acumulada	2017-09	27,93
Resto América	Tasa de variación acumulada	2017-08	27,27
Resto América	Tasa de variación acumulada	2017-07	29,73
Resto América	Tasa de variación acumulada	2017-06	34,26
Resto América	Tasa de variación acumulada	2017-05	35,92
Resto América	Tasa de variación acumulada	2017-04	38,65
Resto América	Tasa de variación acumulada	2017-03	40,99
Resto América	Tasa de variación acumulada	2017-02	48,51
Resto América	Tasa de variación acumulada	2017-01	53,03
Resto América	Tasa de variación acumulada	2016-12	24,18
Resto América	Tasa de variación acumulada	2016-11	23,54
Resto América	Tasa de variación acumulada	2016-10	22,73
Resto América	Tasa de variación acumulada	2016-09	22,56
Resto América	Tasa de variación acumulada	2016-08	19,63
Resto América	Tasa de variación acumulada	2016-07	18,70
Resto América	Tasa de variación acumulada	2016-06	18,67
Resto América	Tasa de variación acumulada	2016-05	14,48
Resto América	Tasa de variación acumulada	2016-04	7,55
Resto América	Tasa de variación acumulada	2016-03	2,72
Resto América	Tasa de variación acumulada	2016-02	7,14
Resto América	Tasa de variación acumulada	2016-01	-0,03
Resto América	Tasa de variación acumulada	2015-12	""
Resto América	Tasa de variación acumulada	2015-11	""
Resto América	Tasa de variación acumulada	2015-10	""
Resto del Mundo	Dato base	2020-09	28.457
Resto del Mundo	Dato base	2020-08	76.879
Resto del Mundo	Dato base	2020-07	70.523
Resto del Mundo	Dato base	2020-06	.
Resto del Mundo	Dato base	2020-05	0
Resto del Mundo	Dato base	2020-04	0
Resto del Mundo	Dato base	2020-03	110.127
Resto del Mundo	Dato base	2020-02	283.539
Resto del Mundo	Dato base	2020-01	419.902
Resto del Mundo	Dato base	2019-12	388.502
Resto del Mundo	Dato base	2019-11	408.660
Resto del Mundo	Dato base	2019-10	532.272
Resto del Mundo	Dato base	2019-09	602.447
Resto del Mundo	Dato base	2019-08	636.466
Resto del Mundo	Dato base	2019-07	518.224
Resto del Mundo	Dato base	2019-06	577.667
Resto del Mundo	Dato base	2019-05	410.132
Resto del Mundo	Dato base	2019-04	472.754
Resto del Mundo	Dato base	2019-03	402.645
Resto del Mundo	Dato base	2019-02	321.603
Resto del Mundo	Dato base	2019-01	379.212
Resto del Mundo	Dato base	2018-12	354.885
Resto del Mundo	Dato base	2018-11	363.175
Resto del Mundo	Dato base	2018-10	463.488
Resto del Mundo	Dato base	2018-09	622.279
Resto del Mundo	Dato base	2018-08	564.972
Resto del Mundo	Dato base	2018-07	515.627
Resto del Mundo	Dato base	2018-06	509.213
Resto del Mundo	Dato base	2018-05	397.140
Resto del Mundo	Dato base	2018-04	418.646
Resto del Mundo	Dato base	2018-03	328.561
Resto del Mundo	Dato base	2018-02	314.074
Resto del Mundo	Dato base	2018-01	288.154
Resto del Mundo	Dato base	2017-12	275.228
Resto del Mundo	Dato base	2017-11	278.420
Resto del Mundo	Dato base	2017-10	404.913
Resto del Mundo	Dato base	2017-09	607.450
Resto del Mundo	Dato base	2017-08	627.297
Resto del Mundo	Dato base	2017-07	549.688
Resto del Mundo	Dato base	2017-06	469.392
Resto del Mundo	Dato base	2017-05	431.446
Resto del Mundo	Dato base	2017-04	393.825
Resto del Mundo	Dato base	2017-03	284.555
Resto del Mundo	Dato base	2017-02	249.906
Resto del Mundo	Dato base	2017-01	294.014
Resto del Mundo	Dato base	2016-12	269.200
Resto del Mundo	Dato base	2016-11	275.199
Resto del Mundo	Dato base	2016-10	382.821
Resto del Mundo	Dato base	2016-09	526.047
Resto del Mundo	Dato base	2016-08	547.331
Resto del Mundo	Dato base	2016-07	510.493
Resto del Mundo	Dato base	2016-06	346.420
Resto del Mundo	Dato base	2016-05	365.158
Resto del Mundo	Dato base	2016-04	330.184
Resto del Mundo	Dato base	2016-03	254.638
Resto del Mundo	Dato base	2016-02	249.785
Resto del Mundo	Dato base	2016-01	246.638
Resto del Mundo	Dato base	2015-12	223.824
Resto del Mundo	Dato base	2015-11	242.798
Resto del Mundo	Dato base	2015-10	320.081
Resto del Mundo	Tasa de variación anual	2020-09	-95,28
Resto del Mundo	Tasa de variación anual	2020-08	-87,92
Resto del Mundo	Tasa de variación anual	2020-07	-86,39
Resto del Mundo	Tasa de variación anual	2020-06	.
Resto del Mundo	Tasa de variación anual	2020-05	-100,00
Resto del Mundo	Tasa de variación anual	2020-04	-100,00
Resto del Mundo	Tasa de variación anual	2020-03	-72,65
Resto del Mundo	Tasa de variación anual	2020-02	-11,84
Resto del Mundo	Tasa de variación anual	2020-01	10,73
Resto del Mundo	Tasa de variación anual	2019-12	9,47
Resto del Mundo	Tasa de variación anual	2019-11	12,52
Resto del Mundo	Tasa de variación anual	2019-10	14,84
Resto del Mundo	Tasa de variación anual	2019-09	-3,19
Resto del Mundo	Tasa de variación anual	2019-08	12,65
Resto del Mundo	Tasa de variación anual	2019-07	0,50
Resto del Mundo	Tasa de variación anual	2019-06	13,44
Resto del Mundo	Tasa de variación anual	2019-05	3,27
Resto del Mundo	Tasa de variación anual	2019-04	12,92
Resto del Mundo	Tasa de variación anual	2019-03	22,55
Resto del Mundo	Tasa de variación anual	2019-02	2,40
Resto del Mundo	Tasa de variación anual	2019-01	31,60
Resto del Mundo	Tasa de variación anual	2018-12	28,94
Resto del Mundo	Tasa de variación anual	2018-11	30,44
Resto del Mundo	Tasa de variación anual	2018-10	14,47
Resto del Mundo	Tasa de variación anual	2018-09	2,44
Resto del Mundo	Tasa de variación anual	2018-08	-9,94
Resto del Mundo	Tasa de variación anual	2018-07	-6,20
Resto del Mundo	Tasa de variación anual	2018-06	8,48
Resto del Mundo	Tasa de variación anual	2018-05	-7,95
Resto del Mundo	Tasa de variación anual	2018-04	6,30
Resto del Mundo	Tasa de variación anual	2018-03	15,46
Resto del Mundo	Tasa de variación anual	2018-02	25,68
Resto del Mundo	Tasa de variación anual	2018-01	-1,99
Resto del Mundo	Tasa de variación anual	2017-12	2,24
Resto del Mundo	Tasa de variación anual	2017-11	1,17
Resto del Mundo	Tasa de variación anual	2017-10	5,77
Resto del Mundo	Tasa de variación anual	2017-09	15,47
Resto del Mundo	Tasa de variación anual	2017-08	14,61
Resto del Mundo	Tasa de variación anual	2017-07	7,68
Resto del Mundo	Tasa de variación anual	2017-06	35,50
Resto del Mundo	Tasa de variación anual	2017-05	18,15
Resto del Mundo	Tasa de variación anual	2017-04	19,27
Resto del Mundo	Tasa de variación anual	2017-03	11,75
Resto del Mundo	Tasa de variación anual	2017-02	0,05
Resto del Mundo	Tasa de variación anual	2017-01	19,21
Resto del Mundo	Tasa de variación anual	2016-12	20,27
Resto del Mundo	Tasa de variación anual	2016-11	13,35
Resto del Mundo	Tasa de variación anual	2016-10	19,60
Resto del Mundo	Tasa de variación anual	2016-09	22,28
Resto del Mundo	Tasa de variación anual	2016-08	12,49
Resto del Mundo	Tasa de variación anual	2016-07	19,31
Resto del Mundo	Tasa de variación anual	2016-06	1,05
Resto del Mundo	Tasa de variación anual	2016-05	5,83
Resto del Mundo	Tasa de variación anual	2016-04	11,51
Resto del Mundo	Tasa de variación anual	2016-03	12,87
Resto del Mundo	Tasa de variación anual	2016-02	35,04
Resto del Mundo	Tasa de variación anual	2016-01	23,65
Resto del Mundo	Tasa de variación anual	2015-12	18,04
Resto del Mundo	Tasa de variación anual	2015-11	33,00
Resto del Mundo	Tasa de variación anual	2015-10	12,84
Resto del Mundo	Acumulado en lo que va de año	2020-09	1.000.806
Resto del Mundo	Acumulado en lo que va de año	2020-08	972.349
Resto del Mundo	Acumulado en lo que va de año	2020-07	895.470
Resto del Mundo	Acumulado en lo que va de año	2020-06	.
Resto del Mundo	Acumulado en lo que va de año	2020-05	813.568
Resto del Mundo	Acumulado en lo que va de año	2020-04	813.568
Resto del Mundo	Acumulado en lo que va de año	2020-03	813.568
Resto del Mundo	Acumulado en lo que va de año	2020-02	703.441
Resto del Mundo	Acumulado en lo que va de año	2020-01	419.902
Resto del Mundo	Acumulado en lo que va de año	2019-12	5.650.583
Resto del Mundo	Acumulado en lo que va de año	2019-11	5.262.081
Resto del Mundo	Acumulado en lo que va de año	2019-10	4.853.421
Resto del Mundo	Acumulado en lo que va de año	2019-09	4.321.149
Resto del Mundo	Acumulado en lo que va de año	2019-08	3.718.702
Resto del Mundo	Acumulado en lo que va de año	2019-07	3.082.237
Resto del Mundo	Acumulado en lo que va de año	2019-06	2.564.012
Resto del Mundo	Acumulado en lo que va de año	2019-05	1.986.345
Resto del Mundo	Acumulado en lo que va de año	2019-04	1.576.213
Resto del Mundo	Acumulado en lo que va de año	2019-03	1.103.460
Resto del Mundo	Acumulado en lo que va de año	2019-02	700.815
Resto del Mundo	Acumulado en lo que va de año	2019-01	379.212
Resto del Mundo	Acumulado en lo que va de año	2018-12	5.140.216
Resto del Mundo	Acumulado en lo que va de año	2018-11	4.785.331
Resto del Mundo	Acumulado en lo que va de año	2018-10	4.422.156
Resto del Mundo	Acumulado en lo que va de año	2018-09	3.958.667
Resto del Mundo	Acumulado en lo que va de año	2018-08	3.336.388
Resto del Mundo	Acumulado en lo que va de año	2018-07	2.771.416
Resto del Mundo	Acumulado en lo que va de año	2018-06	2.255.788
Resto del Mundo	Acumulado en lo que va de año	2018-05	1.746.576
Resto del Mundo	Acumulado en lo que va de año	2018-04	1.349.435
Resto del Mundo	Acumulado en lo que va de año	2018-03	930.789
Resto del Mundo	Acumulado en lo que va de año	2018-02	602.228
Resto del Mundo	Acumulado en lo que va de año	2018-01	288.154
Resto del Mundo	Acumulado en lo que va de año	2017-12	4.866.135
Resto del Mundo	Acumulado en lo que va de año	2017-11	4.590.907
Resto del Mundo	Acumulado en lo que va de año	2017-10	4.312.487
Resto del Mundo	Acumulado en lo que va de año	2017-09	3.907.574
